Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method
06-Nov-25,20:59:42,T9693255,Cancelled by Driver,C6807142,Bike,Greater Kailash,Chandni Chowk,,,1,The customer was coughing/sick,,,,,,,
30-Jan-25,17:31:41,T6476106,Cancelled by Driver,C5124139,Bike,Kherki Daula Toll,Hauz Rani,,,1,The customer was coughing/sick,,,,,,,
10-Jun-25,9:31:04,T9030405,Cancelled by Driver,C9791554,Bike,Golf Course Road,Keshav Puram,,,1,The customer was coughing/sick,,,,,,,
24-Aug-25,7:09:10,T8463776,Cancelled by Driver,C2001163,Bike,Lajpat Nagar,Jasola,,,1,The customer was coughing/sick,,,,,,,
30-Nov-25,14:30:22,T4726358,Cancelled by Driver,C8366893,Bike,Shivaji Park,Karkarduma,,,1,The customer was coughing/sick,,,,,,,
08-Oct-25,21:50:28,T2814644,Cancelled by Driver,C1774951,Bike,INA Market,Okhla,,,1,The customer was coughing/sick,,,,,,,
09-May-25,5:20:30,T6270740,Cancelled by Driver,C8295500,Bike,Kashmere Gate,IIT Delhi,,,1,The customer was coughing/sick,,,,,,,
24-Oct-25,11:29:27,T7532058,Cancelled by Driver,C1760696,Bike,Paharganj,Moti Nagar,,,1,The customer was coughing/sick,,,,,,,
19-Feb-25,11:32:54,T8024578,Cancelled by Driver,C2275299,Bike,Mandi House,Huda City Centre,,,1,The customer was coughing/sick,,,,,,,
31-Oct-25,21:29:06,T4786883,Cancelled by Driver,C5967667,Bike,Rohini,Kherki Daula Toll,,,1,The customer was coughing/sick,,,,,,,
14-Dec-25,17:52:53,T4120965,Cancelled by Driver,C2199493,Bike,IGNOU Road,Vidhan Sabha,,,1,The customer was coughing/sick,,,,,,,
28-Mar-25,10:18:12,T4456761,Cancelled by Driver,C7908452,Bike,Model Town,Preet Vihar,,,1,The customer was coughing/sick,,,,,,,
03-May-25,18:07:40,T7569145,Cancelled by Driver,C6350762,Bike,Greater Noida,Madipur,,,1,The customer was coughing/sick,,,,,,,
19-Oct-25,5:33:15,T3621201,Cancelled by Driver,C4941306,Bike,IGI Airport,Udyog Vihar Phase 4,,,1,The customer was coughing/sick,,,,,,,
08-Jan-25,22:17:11,T6529935,Cancelled by Driver,C6082817,Bike,Indraprastha,AIIMS,,,1,The customer was coughing/sick,,,,,,,
20-Aug-25,6:49:13,T3795724,Cancelled by Driver,C4340958,Bike,Dilshad Garden,Noida Film City,,,1,The customer was coughing/sick,,,,,,,
08-Jan-25,10:21:28,T1590643,Cancelled by Driver,C3684116,Bike,Greater Noida,Kanhaiya Nagar,,,1,The customer was coughing/sick,,,,,,,
27-Mar-25,21:06:58,T3074357,Cancelled by Driver,C4068264,Bike,Tughlakabad,Noida Film City,,,1,The customer was coughing/sick,,,,,,,
05-Jun-25,23:14:39,T8911294,Cancelled by Driver,C9160803,Bike,Nawada,Kashmere Gate ISBT,,,1,The customer was coughing/sick,,,,,,,
16-Sep-25,18:13:34,T5465694,Cancelled by Driver,C4157758,Bike,Shivaji Park,Narsinghpur,,,1,The customer was coughing/sick,,,,,,,
21-Jan-25,4:50:47,T6719053,Cancelled by Driver,C8743629,Bike,Vidhan Sabha,Hauz Khas,,,1,The customer was coughing/sick,,,,,,,
19-Jun-25,15:34:55,T5098976,Cancelled by Driver,C6091758,Bike,Panchsheel Park,Barakhamba Road,,,1,The customer was coughing/sick,,,,,,,
19-Jul-25,11:12:19,T7736520,Cancelled by Driver,C5333534,Bike,Golf Course Road,Pulbangash,,,1,The customer was coughing/sick,,,,,,,
24-Jun-25,11:51:31,T7935177,Cancelled by Driver,C7262458,Bike,Mayur Vihar,Tis Hazari,,,1,The customer was coughing/sick,,,,,,,
05-Feb-25,14:21:17,T3893336,Cancelled by Driver,C7819409,Bike,Hauz Khas,Rajiv Chowk,,,1,The customer was coughing/sick,,,,,,,
16-May-25,11:05:05,T8673421,Cancelled by Driver,C3134474,Bike,Green Park,Anand Vihar,,,1,The customer was coughing/sick,,,,,,,
16-Feb-25,7:46:22,T8024437,Cancelled by Driver,C8921274,Premier Sedan,Chhatarpur,RK Puram,,,1,The customer was coughing/sick,,,,,,,
18-May-25,21:51:46,T3125291,Cancelled by Driver,C5686688,Premier Sedan,IMT Manesar,Jor Bagh,,,1,The customer was coughing/sick,,,,,,,
06-Oct-25,7:17:19,T1278315,Cancelled by Driver,C8911337,Premier Sedan,Shastri Nagar,Noida Film City,,,1,The customer was coughing/sick,,,,,,,
20-Feb-25,13:48:43,T7297791,Cancelled by Driver,C7281986,Premier Sedan,Saket,Model Town,,,1,The customer was coughing/sick,,,,,,,
09-May-25,14:28:27,T6519969,Cancelled by Driver,C1271357,Premier Sedan,Huda City Centre,Jor Bagh,,,1,The customer was coughing/sick,,,,,,,
11-Jul-25,9:04:20,T5250100,Cancelled by Driver,C8476687,Premier Sedan,IMT Manesar,Anand Vihar,,,1,The customer was coughing/sick,,,,,,,
01-Dec-25,11:56:31,T6381345,Cancelled by Driver,C6285663,Premier Sedan,Vinobapuri,Badarpur,,,1,The customer was coughing/sick,,,,,,,
15-Aug-25,20:55:51,T9916048,Cancelled by Driver,C2625023,Premier Sedan,Greater Noida,Jasola,,,1,The customer was coughing/sick,,,,,,,
20-Jun-25,16:45:55,T9543091,Cancelled by Driver,C5513512,Premier Sedan,Vinobapuri,Sarai Kale Khan,,,1,The customer was coughing/sick,,,,,,,
18-Jun-25,0:55:28,T1894182,Cancelled by Driver,C2645303,Premier Sedan,Jor Bagh,Tilak Nagar,,,1,The customer was coughing/sick,,,,,,,
10-Jul-25,11:10:07,T1895536,Cancelled by Driver,C3231258,Premier Sedan,Botanical Garden,Tis Hazari,,,1,The customer was coughing/sick,,,,,,,
16-Mar-25,2:25:02,T4208833,Cancelled by Driver,C1363033,Premier Sedan,Satguru Ram Singh Marg,Udyog Vihar,,,1,The customer was coughing/sick,,,,,,,
20-Jul-25,19:17:10,T2668324,Cancelled by Driver,C8324052,Premier Sedan,Vatika Chowk,Greater Kailash,,,1,The customer was coughing/sick,,,,,,,
19-Dec-25,15:40:50,T6752806,Cancelled by Driver,C4233252,Premier Sedan,Rajiv Nagar,Patel Chowk,,,1,The customer was coughing/sick,,,,,,,
07-Oct-25,4:17:03,T9541740,Cancelled by Driver,C2119702,Premier Sedan,Khandsa,Ashok Vihar,,,1,The customer was coughing/sick,,,,,,,
16-Jul-25,16:21:20,T3510366,Cancelled by Driver,C3378836,Premier Sedan,Qutub Minar,Manesar,,,1,The customer was coughing/sick,,,,,,,
17-Aug-25,20:36:20,T4532949,Cancelled by Driver,C9180471,Premier Sedan,Aya Nagar,Nawada,,,1,The customer was coughing/sick,,,,,,,
18-May-25,16:06:11,T4080968,Cancelled by Driver,C1321443,Premier Sedan,Uttam Nagar,Connaught Place,,,1,The customer was coughing/sick,,,,,,,
05-Aug-25,18:53:02,T2601220,Cancelled by Driver,C7663870,Premier Sedan,Ramesh Nagar,Punjabi Bagh,,,1,The customer was coughing/sick,,,,,,,
11-Feb-25,12:36:42,T9485475,Cancelled by Driver,C5116182,Premier Sedan,Satguru Ram Singh Marg,Anand Vihar ISBT,,,1,The customer was coughing/sick,,,,,,,
31-Jul-25,18:47:07,T6121859,Cancelled by Driver,C4883376,Premier Sedan,Rajiv Nagar,ITO,,,1,The customer was coughing/sick,,,,,,,
11-Jul-25,16:46:43,T4014747,Cancelled by Driver,C8256856,Premier Sedan,Vinobapuri,Udyog Bhawan,,,1,The customer was coughing/sick,,,,,,,
30-Dec-25,15:45:27,T8639363,Cancelled by Driver,C7363026,Premier Sedan,Huda City Centre,Green Park,,,1,The customer was coughing/sick,,,,,,,
12-Sep-25,17:41:01,T4810453,Cancelled by Driver,C8155967,Premier Sedan,Dwarka Sector 21,Rohini East,,,1,The customer was coughing/sick,,,,,,,
23-Mar-25,6:26:51,T2212634,Cancelled by Driver,C8150718,Premier Sedan,Botanical Garden,Jahangirpuri,,,1,The customer was coughing/sick,,,,,,,
13-Dec-25,16:26:13,T5650984,Cancelled by Driver,C9248942,Premier Sedan,Chanakyapuri,Tagore Garden,,,1,The customer was coughing/sick,,,,,,,
15-Feb-25,10:01:39,T1953626,Cancelled by Driver,C5801635,Premier Sedan,Pulbangash,Ambience Mall,,,1,The customer was coughing/sick,,,,,,,
14-Jan-25,18:25:32,T6307670,Cancelled by Driver,C9315220,Premier Sedan,Pragati Maidan,Kanhaiya Nagar,,,1,The customer was coughing/sick,,,,,,,
12-Feb-25,18:09:57,T5578844,Cancelled by Driver,C1394162,Premier Sedan,Mayur Vihar,Vatika Chowk,,,1,The customer was coughing/sick,,,,,,,
01-May-25,16:32:59,T5762859,Cancelled by Driver,C9140925,Premier Sedan,Noida Extension,Nawada,,,1,The customer was coughing/sick,,,,,,,
16-Mar-25,11:14:09,T3593959,Cancelled by Driver,C9474821,Premier Sedan,Noida Sector 62,Rohini,,,1,The customer was coughing/sick,,,,,,,
09-Jul-25,17:36:53,T2450915,Cancelled by Driver,C4648119,Premier Sedan,Udyog Vihar Phase 4,Akshardham,,,1,The customer was coughing/sick,,,,,,,
25-Nov-25,14:42:11,T9260485,Cancelled by Driver,C1497703,Premier Sedan,Chandni Chowk,Vidhan Sabha,,,1,The customer was coughing/sick,,,,,,,
05-Feb-25,10:25:32,T9887777,Cancelled by Driver,C8770623,Premier Sedan,IFFCO Chowk,Ashok Vihar,,,1,The customer was coughing/sick,,,,,,,
12-Apr-25,23:09:25,T5495139,Cancelled by Driver,C5966755,Premier Sedan,Nehru Place,Ardee City,,,1,The customer was coughing/sick,,,,,,,
26-Sep-25,17:00:56,T2027470,Cancelled by Driver,C1580607,Premier Sedan,Kashmere Gate ISBT,Welcome,,,1,The customer was coughing/sick,,,,,,,
18-Mar-25,13:04:07,T3199332,Cancelled by Driver,C2288065,Premier Sedan,Okhla,Rajiv Chowk,,,1,The customer was coughing/sick,,,,,,,
27-Jul-25,8:36:18,T2100178,Cancelled by Driver,C6975589,Premier Sedan,Ashram,South Extension,,,1,The customer was coughing/sick,,,,,,,
06-Jul-25,22:31:10,T2396862,Cancelled by Driver,C2186060,Premier Sedan,Sarai Kale Khan,Patel Chowk,,,1,The customer was coughing/sick,,,,,,,
07-Feb-25,8:26:20,T4178258,Cancelled by Driver,C4609288,Premier Sedan,Maidan Garhi,Okhla,,,1,The customer was coughing/sick,,,,,,,
02-Sep-25,5:36:44,T3470801,Cancelled by Driver,C1137197,Premier Sedan,RK Puram,Nehru Place,,,1,The customer was coughing/sick,,,,,,,
19-Jul-25,19:36:22,T2071791,Cancelled by Driver,C6266226,Premier Sedan,Mundka,Ghitorni Village,,,1,The customer was coughing/sick,,,,,,,
07-Apr-25,18:05:21,T6838245,Cancelled by Driver,C2394225,Premier Sedan,Nehru Place,Gurgaon Sector 56,,,1,The customer was coughing/sick,,,,,,,
18-Dec-25,0:58:05,T6940182,Cancelled by Driver,C2516820,Premier Sedan,Tis Hazari,Shastri Park,,,1,The customer was coughing/sick,,,,,,,
03-Oct-25,1:17:21,T1803848,Cancelled by Driver,C4577197,Premier Sedan,Tughlakabad,AIIMS,,,1,The customer was coughing/sick,,,,,,,
01-Mar-25,11:06:18,T7211502,Cancelled by Driver,C8624505,Premier Sedan,New Delhi Railway Station,Jor Bagh,,,1,The customer was coughing/sick,,,,,,,
28-Mar-25,19:08:33,T2557514,Cancelled by Driver,C7104481,Premier Sedan,Jhilmil,Anand Vihar ISBT,,,1,The customer was coughing/sick,,,,,,,
25-Nov-25,15:44:20,T2298732,Cancelled by Driver,C5105098,Premier Sedan,Laxmi Nagar,Patel Chowk,,,1,The customer was coughing/sick,,,,,,,
04-Oct-25,20:32:24,T6882254,Cancelled by Driver,C4620400,Premier Sedan,Mandi House,Barakhamba Road,,,1,The customer was coughing/sick,,,,,,,
24-Oct-25,7:13:35,T9724757,Cancelled by Driver,C2881916,Premier Sedan,Barakhamba Road,Munirka,,,1,The customer was coughing/sick,,,,,,,
17-May-25,15:46:28,T7338053,Cancelled by Driver,C7249502,Premier Sedan,Kanhaiya Nagar,Akshardham,,,1,The customer was coughing/sick,,,,,,,
08-Mar-25,15:33:25,T4960808,Cancelled by Driver,C5438178,Premier Sedan,Hauz Khas,Kanhaiya Nagar,,,1,The customer was coughing/sick,,,,,,,
22-Feb-25,22:28:24,T6701125,Cancelled by Driver,C4861288,Premier Sedan,Khan Market,South Extension,,,1,The customer was coughing/sick,,,,,,,
07-Aug-25,23:01:17,T4473480,Cancelled by Driver,C3280619,Premier Sedan,Yamuna Bank,Mundka,,,1,The customer was coughing/sick,,,,,,,
26-Jun-25,18:16:24,T1346172,Cancelled by Driver,C1448230,Premier Sedan,Rajiv Chowk,Sohna Road,,,1,The customer was coughing/sick,,,,,,,
26-Apr-25,9:46:40,T4984489,Cancelled by Driver,C3208790,Premier Sedan,Pataudi Chowk,Sushant Lok,,,1,The customer was coughing/sick,,,,,,,
18-Feb-25,18:32:03,T8136861,Cancelled by Driver,C1360989,Premier Sedan,Mundka,Gurgaon Sector 56,,,1,The customer was coughing/sick,,,,,,,
20-Sep-25,10:05:40,T3028481,Cancelled by Driver,C4365885,Premier Sedan,Jahangirpuri,DLF City Court,,,1,The customer was coughing/sick,,,,,,,
05-Nov-25,9:56:29,T6078770,Cancelled by Driver,C9103732,Premier Sedan,Indirapuram,Netaji Subhash Place,,,1,The customer was coughing/sick,,,,,,,
28-Aug-25,23:29:13,T8851975,Cancelled by Driver,C3903809,Premier Sedan,Rajouri Garden,Satguru Ram Singh Marg,,,1,The customer was coughing/sick,,,,,,,
26-Jun-25,20:51:03,T3716700,Cancelled by Driver,C5961104,Premier Sedan,Golf Course Road,Sohna Road,,,1,The customer was coughing/sick,,,,,,,
20-Apr-25,18:41:13,T1438231,Cancelled by Driver,C3173636,Premier Sedan,Pragati Maidan,Anand Vihar,,,1,The customer was coughing/sick,,,,,,,
19-Oct-25,7:14:41,T4987370,Cancelled by Driver,C7682900,Premier Sedan,Pataudi Chowk,Chandni Chowk,,,1,The customer was coughing/sick,,,,,,,
09-Dec-25,4:35:49,T9003427,Cancelled by Driver,C7414192,Premier Sedan,Ashram,Satguru Ram Singh Marg,,,1,The customer was coughing/sick,,,,,,,
15-Oct-25,11:59:45,T1914282,Cancelled by Driver,C5262335,Premier Sedan,IGI Airport,Kirti Nagar,,,1,The customer was coughing/sick,,,,,,,
16-Jul-25,21:48:31,T1604888,Cancelled by Driver,C2964408,Premier Sedan,Pataudi Chowk,Kashmere Gate,,,1,The customer was coughing/sick,,,,,,,
18-Jun-25,19:52:14,T2488496,Cancelled by Driver,C3621316,Premier Sedan,Jor Bagh,Vishwavidyalaya,,,1,The customer was coughing/sick,,,,,,,
21-Apr-25,21:37:32,T9895591,Cancelled by Driver,C3004437,Premier Sedan,Nirman Vihar,Dilshad Garden,,,1,The customer was coughing/sick,,,,,,,
17-Jun-25,22:40:49,T7158743,Cancelled by Driver,C1538977,Premier Sedan,Shivaji Park,Karol Bagh,,,1,The customer was coughing/sick,,,,,,,
17-Oct-25,11:09:37,T8306392,Cancelled by Driver,C1847212,Premier Sedan,Karkarduma,Vishwavidyalaya,,,1,The customer was coughing/sick,,,,,,,
26-May-25,11:55:12,T9169915,Cancelled by Driver,C8326316,Premier Sedan,Tilak Nagar,Ghitorni,,,1,The customer was coughing/sick,,,,,,,
29-Nov-25,17:36:10,T8493752,Cancelled by Driver,C5079496,Premier Sedan,Sikanderpur,Nirman Vihar,,,1,The customer was coughing/sick,,,,,,,
18-Mar-25,13:03:17,T4328067,Cancelled by Driver,C1840021,Premier Sedan,Sadar Bazar Gurgaon,Basai Dhankot,,,1,The customer was coughing/sick,,,,,,,
03-Mar-25,11:18:35,T1524898,Cancelled by Driver,C3941917,Premier Sedan,Palam Vihar,Sarojini Nagar,,,1,The customer was coughing/sick,,,,,,,
22-Sep-25,21:21:07,T5875393,Cancelled by Driver,C7116912,Premier Sedan,Munirka,Mehrauli,,,1,The customer was coughing/sick,,,,,,,
04-Feb-25,8:04:25,T7404252,Cancelled by Driver,C9993306,Premier Sedan,DLF City Court,Peeragarhi,,,1,The customer was coughing/sick,,,,,,,
10-Mar-25,17:23:23,T4008359,Cancelled by Driver,C4261368,Premier Sedan,Faridabad Sector 15,Noida Sector 18,,,1,The customer was coughing/sick,,,,,,,
14-Jun-25,10:59:27,T6448065,Cancelled by Driver,C2751414,Premier Sedan,Vidhan Sabha,Mundka,,,1,The customer was coughing/sick,,,,,,,
18-Feb-25,20:54:05,T8338717,Cancelled by Driver,C6527155,Premier Sedan,Kalkaji,Vatika Chowk,,,1,The customer was coughing/sick,,,,,,,
06-Jun-25,18:08:21,T6338537,Cancelled by Driver,C8618859,Premier Sedan,IIT Delhi,IMT Manesar,,,1,The customer was coughing/sick,,,,,,,
12-Dec-25,19:56:22,T5009420,Cancelled by Driver,C9884650,Premier Sedan,Keshav Puram,Udyog Vihar Phase 4,,,1,The customer was coughing/sick,,,,,,,
02-Aug-25,0:24:11,T7003125,Cancelled by Driver,C5804229,Premier Sedan,Chhatarpur,Tagore Garden,,,1,The customer was coughing/sick,,,,,,,
30-Jul-25,9:50:38,T2973739,Cancelled by Driver,C9203800,Premier Sedan,Anand Vihar,Cyber Hub,,,1,The customer was coughing/sick,,,,,,,
23-Dec-25,9:48:07,T6433932,Cancelled by Driver,C5510767,Premier Sedan,Hauz Rani,Bahadurgarh,,,1,The customer was coughing/sick,,,,,,,
01-Feb-25,7:32:35,T3574136,Cancelled by Driver,C4923968,Premier Sedan,Khan Market,Rajiv Chowk,,,1,The customer was coughing/sick,,,,,,,
20-Jun-25,15:15:11,T8443322,Cancelled by Driver,C3966503,Premier Sedan,Ramesh Nagar,Noida Sector 18,,,1,The customer was coughing/sick,,,,,,,
08-Jul-25,12:35:23,T5418384,Cancelled by Driver,C9029636,Premier Sedan,Dilshad Garden,Saket,,,1,The customer was coughing/sick,,,,,,,
27-Dec-25,14:00:05,T3463810,Cancelled by Driver,C2830301,Premier Sedan,Ashok Vihar,IGI Airport,,,1,The customer was coughing/sick,,,,,,,
10-Jun-25,9:18:46,T3771998,Cancelled by Driver,C6759899,Premier Sedan,Ambience Mall,Khan Market,,,1,The customer was coughing/sick,,,,,,,
06-Sep-25,8:51:16,T4424157,Cancelled by Driver,C4232323,Premier Sedan,Manesar,Ghitorni Village,,,1,The customer was coughing/sick,,,,,,,
16-Oct-25,5:59:56,T8855212,Cancelled by Driver,C1577098,Premier Sedan,Sonipat,MG Road,,,1,The customer was coughing/sick,,,,,,,
20-Sep-25,13:53:55,T2832827,Cancelled by Driver,C9901639,Premier Sedan,Pataudi Chowk,Preet Vihar,,,1,The customer was coughing/sick,,,,,,,
15-Nov-25,18:16:08,T9795318,Cancelled by Driver,C6816759,Premier Sedan,Udyog Vihar Phase 4,Tilak Nagar,,,1,The customer was coughing/sick,,,,,,,
02-Apr-25,16:22:29,T4795561,Cancelled by Driver,C5353763,Premier Sedan,Rajouri Garden,Narsinghpur,,,1,The customer was coughing/sick,,,,,,,
24-Nov-25,10:07:01,T6191270,Cancelled by Driver,C9255012,Premier Sedan,Jama Masjid,IMT Manesar,,,1,The customer was coughing/sick,,,,,,,
25-Oct-25,9:49:43,T4209685,Cancelled by Driver,C9272918,Premier Sedan,Madipur,Shahdara,,,1,The customer was coughing/sick,,,,,,,
26-Jan-25,16:58:11,T7999334,Cancelled by Driver,C9054084,Premier Sedan,Sonipat,IMT Manesar,,,1,The customer was coughing/sick,,,,,,,
27-Jan-25,22:04:08,T2417216,Cancelled by Driver,C4302426,Premier Sedan,Khandsa,Sikanderpur,,,1,The customer was coughing/sick,,,,,,,
08-May-25,20:56:39,T5784007,Cancelled by Driver,C1188153,Premier Sedan,Vasant Kunj,Mayur Vihar,,,1,The customer was coughing/sick,,,,,,,
02-Oct-25,6:45:45,T3064217,Cancelled by Driver,C5471605,Premier Sedan,Sarai Kale Khan,Paharganj,,,1,The customer was coughing/sick,,,,,,,
25-May-25,15:59:58,T7800297,Cancelled by Driver,C6780816,Premier Sedan,Ashok Vihar,Karol Bagh,,,1,The customer was coughing/sick,,,,,,,
28-Nov-25,8:10:36,T7839968,Cancelled by Driver,C7763356,Premier Sedan,Sultanpur,Jama Masjid,,,1,The customer was coughing/sick,,,,,,,
28-Dec-25,17:53:47,T9312766,Cancelled by Driver,C1931367,Premier Sedan,Lal Quila,Chhatarpur,,,1,The customer was coughing/sick,,,,,,,
02-May-25,2:09:30,T7074930,Cancelled by Driver,C9238014,Premier Sedan,Maidan Garhi,New Delhi Railway Station,,,1,The customer was coughing/sick,,,,,,,
07-Jun-25,9:54:02,T4637339,Cancelled by Driver,C2064465,Premier Sedan,Jasola,Yamuna Bank,,,1,The customer was coughing/sick,,,,,,,
28-Jan-25,9:54:49,T6803252,Cancelled by Driver,C5868666,Premier Sedan,Janakpuri,Vaishali,,,1,The customer was coughing/sick,,,,,,,
21-Feb-25,20:34:11,T1551796,Cancelled by Driver,C2946699,Premier Sedan,DLF Phase 3,Civil Lines Gurgaon,,,1,The customer was coughing/sick,,,,,,,
13-May-25,15:13:34,T3478497,Cancelled by Driver,C2099295,Premier Sedan,Nirman Vihar,Pulbangash,,,1,The customer was coughing/sick,,,,,,,
25-Dec-25,11:25:31,T8762429,Cancelled by Driver,C4944119,Premier Sedan,Panipat,Khan Market,,,1,The customer was coughing/sick,,,,,,,
26-Dec-25,19:49:09,T4085437,Cancelled by Driver,C5503008,Premier Sedan,Rohini West,Mandi House,,,1,The customer was coughing/sick,,,,,,,
16-Jun-25,8:23:09,T7605348,Cancelled by Driver,C7996577,Premier Sedan,Noida Sector 18,Gwal Pahari,,,1,The customer was coughing/sick,,,,,,,
06-Feb-25,3:40:31,T7366464,Cancelled by Driver,C5820646,Premier Sedan,Faridabad Sector 15,Botanical Garden,,,1,The customer was coughing/sick,,,,,,,
19-Jul-25,20:54:50,T2676858,Cancelled by Driver,C9053380,Premier Sedan,Qutub Minar,Kirti Nagar,,,1,The customer was coughing/sick,,,,,,,
15-Jun-25,5:58:27,T9218506,Cancelled by Driver,C9835186,Premier Sedan,Mehrauli,Greater Kailash,,,1,The customer was coughing/sick,,,,,,,
30-Oct-25,20:11:40,T2931270,Cancelled by Driver,C6447254,Premier Sedan,Akshardham,Hauz Khas,,,1,The customer was coughing/sick,,,,,,,
12-Nov-25,5:13:05,T6837614,Cancelled by Driver,C7704750,Premier Sedan,Anand Vihar,Inderlok,,,1,The customer was coughing/sick,,,,,,,
04-Jun-25,7:16:37,T8017357,Cancelled by Driver,C8562479,Premier Sedan,Ambience Mall,Patel Chowk,,,1,The customer was coughing/sick,,,,,,,
02-Aug-25,18:24:11,T1469567,Cancelled by Driver,C5842453,Premier Sedan,Okhla,Chandni Chowk,,,1,The customer was coughing/sick,,,,,,,
10-Apr-25,13:39:19,T9418200,Cancelled by Driver,C7511653,Premier Sedan,Lajpat Nagar,Noida Film City,,,1,The customer was coughing/sick,,,,,,,
25-Jan-25,11:27:23,T5454263,Cancelled by Driver,C3197528,Premier Sedan,Mandi House,Rithala,,,1,The customer was coughing/sick,,,,,,,
04-Jan-25,21:51:36,T8366488,Cancelled by Driver,C7078560,Premier Sedan,IGI Airport,Cyber Hub,,,1,The customer was coughing/sick,,,,,,,
13-Oct-25,6:18:44,T9744911,Cancelled by Driver,C6133440,Premier Sedan,Panchsheel Park,Yamuna Bank,,,1,The customer was coughing/sick,,,,,,,
26-Aug-25,17:17:02,T5680833,Cancelled by Driver,C5994328,Premier Sedan,Hauz Khas,Indirapuram,,,1,The customer was coughing/sick,,,,,,,
09-Mar-25,20:01:30,T8574388,Cancelled by Driver,C6576206,Premier Sedan,Hauz Rani,Uttam Nagar,,,1,The customer was coughing/sick,,,,,,,
22-Jun-25,6:29:58,T2998037,Cancelled by Driver,C8482159,Premier Sedan,Qutub Minar,Greater Noida,,,1,The customer was coughing/sick,,,,,,,
26-Nov-25,9:03:08,T3977326,Cancelled by Driver,C1180992,Premier Sedan,Barakhamba Road,IGI Airport,,,1,The customer was coughing/sick,,,,,,,
04-May-25,17:09:17,T2230929,Cancelled by Driver,C4219220,Premier Sedan,Cyber Hub,Kalkaji,,,1,The customer was coughing/sick,,,,,,,
01-Jul-25,2:02:57,T6090663,Cancelled by Driver,C2745467,Premier Sedan,Punjabi Bagh,Bhikaji Cama Place,,,1,The customer was coughing/sick,,,,,,,
02-Mar-25,7:34:23,T5987923,Cancelled by Driver,C2295085,Premier Sedan,Anand Vihar,Golf Course Road,,,1,The customer was coughing/sick,,,,,,,
30-Apr-25,5:04:39,T8979220,Cancelled by Driver,C1786108,Premier Sedan,Panipat,Chandni Chowk,,,1,The customer was coughing/sick,,,,,,,
26-Nov-25,7:26:32,T3542199,Cancelled by Driver,C5371402,Premier Sedan,Rohini East,Shahdara,,,1,The customer was coughing/sick,,,,,,,
